id;t-cell GSM1313610;pancreatic - GSM524168;muscle - GSM624967;artery_GSM346560;liver - GSM391702
hsa:105;6,688292278;2,778636041;7,08239609;7,713661451;5,321928095
hsa:107;6,592984892;3,455764346;9,959397947;7,561201064;9,7489601
hsa:108;Nan;7,944331391;Nan;Nan;Nan
hsa:109;9,211455178;6,058965822;9,367264882;8,294380035;9,626184426
hsa:112;Nan;6,216648867;10,80380823;9,107915365;10,61047123
hsa:113;6,995179214;5,64591843;9,287165556;8,227938378;8,145167939
hsa:111;6,822526219;5,357477303;7,91488832;Nan;Nan
hsa:114;Nan;3,378511623;Nan;Nan;Nan
hsa:115;6,421898195;3,00654629;9,965472224;8,249939384;9,633967604
hsa:116;7,338272863;8,578317349;6,566498137;7,486883278;6,676662335
hsa:117;8,295833206;4,377689222;7,851686851;6,870007084;8,207990433
hsa:118;8,026905812;6,046389345;12,01213223;10,0010223;11,0631811
hsa:119;6,685647645;4,488761146;8,232992112;7,657474735;9,155319307
hsa:120;8,174919956;4,176471924;11,44313221;9,55045629;10,17155106
hsa:123;8,982910604;3,653350393;10,64787714;7,186345395;12,17397347
hsa:124;8,429841891;5,590063019;9,627351484;6,864148993;15,87192448
hsa:125;8,116265976;4,751417185;7,846506686;10,57024975;15,19254765
hsa:126;8,547623338;4,814550423;9,474719947;7,028182348;14,17206022
hsa:128;7,174755944;9,112692568;12,47827862;10,75986422;12,2034394
hsa:130;6,790315912;2,203372768;9,505247587;7,412459252;13,50118526
hsa:127;7,834122807;2,904491936;6,83966669;Nan;Nan
hsa:131;6,632694271;4,15704371;9,786433004;6,704041955;7,524345816
hsa:132;6,857345681;7,63531908;11,83780685;7,89236424;10,92315445
hsa:133;10,88050952;8,596972402;9,923773151;8,159876381;10,94865925
hsa:134;6,825536161;4,059134984;10,18065318;7,220399055;9,416247287
hsa:136;6,659981626;1,807354922;9,67912818;7,104525372;7,594697827
hsa:140;6,832358397;5,669571568;8,637875291;7,482436901;10,10459875
hsa:141;6,936378819;4,325776113;8,966284712;7,702477472;6,037821465
hsa:135;Nan;3,938285792;Nan;Nan;Nan
hsa:142;8,858580957;8,825245024;12,29240792;9,015902838;11,03011533
hsa:143;7,125981654;7,20662369;11,22188916;8,559243236;11,51579838
hsa:146;6,60614904;0,028569152;7,719531421;7,431465618;6,99197614
hsa:147;9,611482255;2,700439718;5,845490051;6,760646771;5,9795681
hsa:148;6,606581377;2,684780057;7,589181338;6,820263156;7,505688047
hsa:150;6,875227153;8,027519015;7,286326727;7,48229168;7,398316163
hsa:151;7,382736412;6,042863176;6,602884409;7,345600402;5,475733431
hsa:152;Nan;7,058208246;10,61369739;8,617250723;9,698183744
hsa:153;6,70415265;3,420633267;8,373205418;6,49166874;6,716990894
hsa:154;7,926479841;7,713352144;11,19044202;7,223605964;10,70891144
hsa:155;6,820651272;4,883387082;7,832248531;8,033587858;7,069450584
hsa:156;6,909282699;5,237139092;8,260998298;8,589388429;8,687410134
hsa:157;6,913691276;6,745956021;7,521265011;8,249974789;6,152402882
hsa:158;7,530367318;8,247500337;14,93067089;8,647611737;10,99511773
hsa:159;7,98127687;6,997067131;9,405718431;8,928947641;9,924960921
hsa:161;7,038172764;7,477697596;10,57711488;8,482733595;11,19447315
hsa:162;7,85325614;10,1749132;10,38532318;9,058497795;10,68702568
hsa:163;6,911309318;5,566447381;12,30319724;8,505742929;9,683263284
hsa:160;6,841359121;;9,858019049;Nan;Nan
hsa:164;7,669086563;4,778353514;11,37780522;7,968776215;7,6574971
hsa:165;9,681074979;7,906950707;9,0452136;11,98327154;8,154311811
hsa:166;8,235102103;7,15566418;14,01711288;9,168133044;11,51456613
hsa:167;6,612958768;3,061693125;11,49649369;6,524376374;7,283616864
hsa:173;6,657554264;2,761285273;5,815063017;7,081062618;14,18607554
hsa:174;6,637463894;4,833902077;6,532940288;7,064322423;9,102500669
hsa:175;7,685849066;7,436565092;10,11622379;7,847061877;8,970788685
hsa:176;6,582369212;4,131262016;9,742089627;8,267469508;9,719448167
hsa:177;6,744426023;4,91024184;8,122261606;6,788125442;6,076472095
hsa:178;6,92432372;9,712131452;17,09383018;9,706040085;11,55889898
hsa:181;6,717341678;4,881664619;8,583082768;8,255552662;9,590399918
hsa:182;7,069390689;3,432857235;8,771196311;9,688830561;7,177476426
hsa:183;6,533541546;10,61967894;12,11702616;9,211808007;16,18780053
hsa:185;7,902819921;5,1091287;10,91823864;7,622676436;10,63114216
hsa:186;6,6252398;2,89419459;7,282408906;6,804132894;5,701552612
hsa:187;6,659239572;1,908136529;9,231941148;7,95991502;11,27484403
hsa:189;6,649701673;0,288680921;8,089858469;7,144269473;13,93237276
hsa:190;6,701770822;8,143893361;7,859867207;6,671118825;6,50796505
hsa:191;6,871116698;9,651948611;11,6024669;8,576026996;12,32623284
hsa:196;9,814608643;7,192490093;9,380677507;8,849380078;10,51086305
hsa:197;Nan;4,670727054;Nan;Nan;Nan
hsa:199;9,297238294;3,691893753;7,42327722;8,384339719;8,926652874
hsa:202;6,733842388;6,891662208;9,332484173;7,037173535;10,4608654
hsa:203;7,065615392;6,958069525;15,64161117;8,677492665;9,089274801
hsa:204;7,182683749;5,502186622;10,6844221;8,245902927;9,915844281
hsa:207;7,866442019;8,92961349;10,92881443;9,705584009;11,00716746
hsa:208;7,802677912;3,837979341;9,615734681;7,39000094;7,388537078
hsa:210;7,358890261;5,770562385;11,03183731;8,238093847;11,3609032
hsa:211;6,785736358;9,145957612;13,69831399;8,248259675;12,181525
hsa:212;6,747809868;4,937093638;8,967260409;6,409669265;4,797012978
hsa:205;Nan;5,650524817;Nan;Nan;Nan
hsa:213;6,783715881;4,369078836;8,160015554;6,233580277;15,30539203
hsa:214;7,446487837;7,311799394;9,242170716;9,459861735;10,92398001
hsa:215;Nan;3,238047786;Nan;Nan;Nan
hsa:216;10,21429386;8,62888293;11,92176657;10,63524652;13,07149588
hsa:217;9,800542417;10,49139216;14,74932999;11,65664384;16,57788609
hsa:218;6,60611646;7,022145843;7,406842755;6,581988387;7,563768278
hsa:219;7,087131915;5,570047642;11,19944372;9,363767095;10,34336272
hsa:220;8,773683386;5,218781168;7,425545355;7,581946221;9,482807957
hsa:221;Nan;4,647890091;Nan;Nan;Nan
hsa:222;Nan;4,647890091;Nan;Nan;Nan
hsa:223;8,673075822;10,76720786;13,89992332;10,15946773;13,63586547
hsa:224;7,645394495;7,194338362;12,11782915;9,258333812;11,79683105
hsa:225;6,619419275;3,890446693;5,285402219;6,19029484;6,556122818
hsa:226;7,719375802;6,724183969;17,5056558;11,48287582;11,76393924
hsa:229;6,581171954;4,673919598;8,521922349;6,720894423;13,93450936
hsa:230;6,668487923;7,307792796;7,941341105;8,305874788;12,3684519
hsa:231;8,238973107;10,45216916;15,14674765;9,52351099;11,57189482
hsa:238;Nan;7,924693758;Nan;Nan;Nan
hsa:239;6,851649111;3,614709844;10,05216045;6,909593116;5,057450272
hsa:240;6,668366543;4,887525409;8,203989353;7,141395407;7,831550316
hsa:241;9,016354241;4,61117238;9,615813525;7,989383146;8,235535607
hsa:242;6,655723904;5,09000653;7,913487841;5,86337107;5,048759312
hsa:246;9,894622565;3,305143905;5,375039431;6,523687402;5,906890596
hsa:247;6,707305863;4,117114904;9,756044954;6,813678596;9,525129251
hsa:248;Nan;3,827819025;Nan;Nan;Nan
hsa:249;6,552864261;3,335755499;8,156512608;7,291907403;9,1017131
hsa:250;Nan;3,827819025;Nan;Nan;Nan
hsa:251;Nan;3,827819025;Nan;Nan;Nan
hsa:257;6,711128373;3,254046118;6,839203788;7,365141344;9,233380007
hsa:258;6,653889686;4,563768278;7,77478706;6,500296958;4,632268215
hsa:259;6,675039625;6,617400069;6,313783938;7,512185017;12,93298183
hsa:262;8,10729032;8,742440244;11,0013671;9,286128254;9,050036449
hsa:265;6,642282795;;10,22122459;6,839921807;7,874059203
hsa:266;6,515091098;2,745998618;8,591709333;6,983985443;9,477960594
hsa:267;7,190375241;8,479941901;10,47831411;9,136785339;10,99588587
hsa:269;6,600129974;6,905086099;10,58759002;8,463087003;5,815063017
hsa:270;6,637213178;3,070389328;17,0788909;6,591480458;7,501439145
hsa:271;6,567496811;11,02347715;10,49205346;9,076171584;11,39290769
hsa:272;Nan;Nan;8,14974712;7,006208245;9,566054038
hsa:273;6,90872309;10,12556845;9,713042771;8,842919137;8,447083226
hsa:268;Nan;Nan;9,033147652;7,916554271;5,928370323
hsa:274;7,634304958;5,325977743;15,44914048;8,117400065;10,30664261
hsa:275;6,791553633;7,496733964;11,04964438;8,968010088;12,66128821
hsa:283;7,780293696;6,659211024;10,2346977;8,912718717;16,01269219
hsa:284;6,813160497;3,633374519;9,420399529;9,85176428;8,517818981
hsa:285;6,68594315;3,699220328;9,387820167;7,959479303;4,460993158
hsa:286;6,543330047;3,814840267;13,67718955;7,379901341;6,627627145
hsa:287;6,707521815;4,185457402;10,26866925;8,113789862;7,620492515
hsa:288;6,803545255;5,432991998;11,79387232;7,579319932;9,565121243
hsa:276;Nan;12,29740925;Nan;Nan;Nan
hsa:290;6,793206615;4,155106696;8,865772465;6,499458459;14,0388247
hsa:277;Nan;12,29740925;Nan;Nan;Nan
hsa:291;8,554031528;3,386806812;13,80881534;9,025794892;9,093380867
hsa:278;Nan;12,29740925;Nan;Nan;Nan
hsa:292;9,852813495;10,26382548;11,61153205;10,23450611;14,60487171
hsa:279;Nan;12,29740925;Nan;Nan;Nan
hsa:293;9,67043673;7,931491759;12,37004819;11,08217651;12,55785338
hsa:280;Nan;Nan;11,73229464;Nan;Nan
hsa:301;10,66783005;4,075060604;9,535216786;11,84683411;9,179162675
hsa:302;Nan;Nan;14,50471349;10,31911887;12,05514684
hsa:306;8,694288232;5,144454314;10,97312333;7,199073551;8,154311811
hsa:307;7,49958283;8,05261654;10,67071632;10,21605529;12,17612125
hsa:308;10,73018989;10,43773127;11,9965441;11,33908727;12,18914505
hsa:309;6,769705632;5,152789424;12,28687399;10,76044552;13,62630223
hsa:310;7,354530698;9,74344268;14,47104471;10,55335364;11,9759297
hsa:311;7,485370755;6,87615716;11,0441486;10,5199936;9,184644717
hsa:312;6,570228943;5,995258373;7,415319248;6,857184806;6,031218731
hsa:313;7,098800614;3,939226578;9,852217373;7,228991804;8,362382216
hsa:314;6,690242097;4,699329526;6,93191939;6,942303364;9,426264755
hsa:316;9,663924513;6,830414826;9,660399367;8,457333985;13,27540248
hsa:317;7,910339506;4,896189337;9,534823346;8,260084891;7,233951798
hsa:318;6,787998784;6,91336816;10,65633547;8,091144438;5,593951284
hsa:319;6,555845291;3,245546761;15,42196618;6,183635381;11,55799014
hsa:320;7,026100822;5,253017082;9,523121884;8,390663387;8,912290583
hsa:321;6,667267692;3,942259544;8,078505997;7,383677037;6,795530029
hsa:322;6,840120562;6,825168016;10,60991745;8,06663279;11,02437786
hsa:323;7,320071251;4,642418552;9,76541367;7,86369676;8,194377548
hsa:324;7,697954479;4,161071504;10,55938562;7,799142041;6,966227358
hsa:325;6,586866803;3,968090752;8,866969778;6,739281064;16,73720773
hsa:326;8,759809436;4,040015679;9,984703267;7,381067021;9,316055209
hsa:327;7,028624401;5,548805267;10,40374523;7,929672662;10,6105635
hsa:328;9,082602168;7,058316496;12,90598863;9,651805141;12,25809487
hsa:329;7,799051594;10,99214527;13,01901729;10,35619884;11,60023816
hsa:330;7,833462668;6,596113474;8,544211952;7,949721678;8,196725061
hsa:331;6,702449767;5,627500024;10,70103959;7,160301748;5,176468764
hsa:332;6,768089177;;8,31871183;7,145866104;7,877771901
hsa:333;7,022317201;10,57038703;5,970393538;8,128066518;5,857980995
hsa:334;8,307606818;6,195533703;10,77316631;9,903803332;12,18282677
hsa:335;6,688600011;5,417034131;7,150435806;6,550640728;17,95987435
hsa:336;7,23146121;4,48864354;6,90306066;6,457230985;17,92882791
hsa:337;6,706212804;4,098456587;9,963907561;8,315249211;11,17023805
hsa:338;6,522609777;3,404442155;7,635852173;7,34630097;17,24794605
hsa:339;6,659467937;3,763411574;9,645117996;7,302181941;7,007868243
hsa:341;Nan;7,780113211;Nan;Nan;Nan
hsa:343;6,757516688;8,382018724;5,626439137;7,509592924;7,054197294
hsa:345;6,61297757;2,890071619;8,427972775;6,193872256;18,14629023
hsa:347;11,58627217;4,886062338;14,68648958;9,973955608;6,727920455
hsa:348;Nan;7,780113211;Nan;Nan;Nan
hsa:350;6,560517793;6,511684597;7,148513894;7,290507345;18,02052425
hsa:351;9,454935292;7,950432234;11,49819105;10,6503766;11,67654779
hsa:353;7,607747632;8,110248388;9,819023901;8,277411128;11,32238219
hsa:354;6,732852564;6,238808899;8,571666678;7,161389271;6,081373119
hsa:344;Nan;4,428420065;Nan;Nan;Nan
hsa:355;6,535364035;2,602168908;9,499820386;8,023535877;8,497433636
hsa:356;6,598390517;2,811309385;8,457083495;6,50807223;8,557776038
hsa:357;6,66307416;9,17851547;10,38575457;7,666096152;10,67189484
hsa:358;6,825948061;5,991556986;12,89711697;11,53296284;9,852861488
hsa:359;6,49578309;2,732101932;10,6490677;8,303205382;9,658390023
hsa:360;8,134559802;6,095714389;7,774852614;7,918108587;11,67037094
hsa:346;Nan;4,428420065;Nan;Nan;Nan
hsa:361;6,617661575;2,813044714;13,07179663;6,107256488;5,203062195
hsa:362;6,800136299;6,148378297;9,352484887;8,535835236;6,076815597
hsa:363;6,623995585;4,398214675;8,633231422;7,754932187;6,966964613
hsa:366;7,824322351;6,384222533;5,727920455;7,012948515;13,33256809
hsa:367;7,058200263;4,470371411;11,69842481;8,695701662;10,09985445
hsa:369;7,989048155;6,13135816;10,85233174;8,767015798;11,97849597
hsa:372;6,942420668;10,73985654;11,86472783;10,24317398;11,34601502
hsa:373;7,30367712;3,337593313;8,922654409;7,48649656;5,287542245
hsa:374;6,883681905;2,496222307;12,51419356;6,854288822;5,93523196
hsa:377;8,220010654;8,462982906;9,849579718;9,029640275;9,901993168
hsa:378;8,248878579;9,645047325;12,62104746;11,01474149;11,967179
hsa:379;7,201418225;9,038726983;8,241816875;7,474479872;8,612538838
hsa:364;Nan;Nan;10,62844554;8,72316944;9,065281486
hsa:381;6,920543416;6,907259715;11,58749626;10,61600658;11,87659368
hsa:382;8,251761691;4,511313194;11,26273511;8,343586545;10,73216691
hsa:383;6,599981257;3,9063481;7,419318346;7,105636177;16,02923114
hsa:368;Nan;Nan;11,56771846;7,190259278;11,54124185
hsa:384;6,855728135;6,447815323;10,43571369;7,443567222;7,517890045
hsa:387;8,995888666;5,703330835;10,45759827;12,18679518;13,37502585
hsa:375;Nan;Nan;11,55489348;10,83418758;11,82992661
hsa:388;10,33725393;4,19473549;9,148080315;13,14925492;13,75264198
hsa:389;8,392302758;5,637407737;9,394289074;10,35034254;11,51264171
hsa:390;7,952351041;6,031439309;11,51407293;11,35367064;11,99269055
hsa:391;8,240767486;8,538344157;11,92925841;8,909764105;11,77297432
hsa:392;6,965137812;6,388074103;10,03846943;8,962821196;10,78467171
hsa:393;7,503619056;8,125620109;6,745506266;8,176492327;6,230741003
hsa:394;7,122217146;6,686980779;9,823397872;9,042181931;9,424166289
hsa:395;6,691046414;3,553976257;7,738586581;7,948918571;5,572181458
hsa:396;7,009470348;5,417535894;8,583719321;8,487633334;10,27433396
hsa:397;10,54619995;7,141422523;11,68534816;9,441047677;11,50873565
hsa:398;Nan;3,099295204;Nan;Nan;Nan
hsa:399;7,028856425;3,452858965;6,657392744;7,236674379;7,236492618
hsa:400;6,706281886;9,614298031;11,87572032;9,253002079;9,251849028
hsa:401;6,722151767;4,412104045;7,847996907;6,981829826;7,46760555
hsa:402;Nan;9,456296001;Nan;Nan;Nan
hsa:403;6,545041683;5,565421318;9,85965733;7,982942506;9,534911646
hsa:405;6,695047291;4,313886161;9,434778549;7,615034033;7,376374598
hsa:406;6,655549666;3,069919608;8,443053061;7,555858936;8,172092724
hsa:407;6,744954898;4,437627248;8,512542955;8,14349036;7,794415866
hsa:408;8,429941307;;8,491618747;8,191540818;8,987584402
hsa:409;7,630232955;4,405311683;8,083745237;8,041801498;7,349612972
hsa:410;7,136320764;6,684102209;8,912710705;7,621949289;11,43863593
hsa:411;7,151814233;5,560721846;8,61588936;8,433827435;7,490249211
hsa:412;6,659838953;2,273386041;9,566355739;7,462729442;7,735713369
hsa:414;6,574866455;;8,045635166;7,169323539;8,239018662
hsa:415;6,58808046;7,767058848;9,590212761;6,64754477;12,58110641
hsa:416;6,420711447;4,839959587;6,837943242;7,721728094;10,05636676
hsa:417;6,959932403;3,547798096;8,525475343;7,550300443;9,153552032
hsa:419;6,619627227;1,454175893;15,19176481;9,566982546;8,057991723
hsa:420;7,757009908;5,546277132;8,508704518;7,029254093;9,609732804
hsa:421;7,238414294;5,193449339;8,226838967;9,199052427;11,13401602
hsa:427;7,822285628;9,651822458;12,19287763;9,650018437;10,46851809
hsa:429;6,699648794;5,058777668;7,394099279;7,08132543;9,12408625
hsa:430;6,910204984;4,496338178;10,21295117;5,837158626;3,485426827
hsa:432;7,329554187;3,827819025;5,087462841;6,952298617;14,48431942
hsa:433;6,563404535;5,202417722;6,655351829;6,961970533;15,08096322
hsa:434;6,622637567;5,980253846;6,560714954;6,495373782;7,99830835
hsa:435;7,29353221;5,980482356;8,868205227;8,025183867;13,97982708
hsa:438;6,404775423;2,95419631;8,152636259;6,981183936;7,259072013
hsa:439;7,294574802;7,069852511;12,36007891;8,056616041;10,62415574
hsa:440;7,484212979;3,986401475;7,525766353;8,504143652;8,382407876
hsa:443;6,860875916;2,924099886;10,10063748;7,627898616;9,237448996
hsa:444;8,12240834;;10,43235297;8,044587458;6,184410744
hsa:445;7,354150991;8,142158125;12,30802611;8,151513847;16,039763
hsa:460;6,832259956;6,3172317;5,655351829;6,384103354;8,129798173
hsa:462;6,627656445;3,044471947;7,178102537;7,275193334;16,45803327
hsa:463;7,130673517;5,514147346;10,14661133;9,117253482;5,768184325
hsa:466;7,119522185;6,263279043;11,84733352;8,746746074;8,768184325
hsa:467;7,515973976;3,822984445;9,655756033;12,47546239;9,846117173
hsa:468;9,742364213;11,44875128;15,69187708;12,17282126;13,90909616
hsa:471;8,252055114;10,50097131;12,26121345;9,29574598;10,84431346
hsa:472;7,067479552;3,224661562;9,280078307;8,326113155;8,655002884
hsa:473;7,182016978;3,477707959;11,40215145;7,695732432;7,282341097
hsa:474;6,696091214;1,981852653;9,584774638;6,970405043;5,930737338
hsa:475;7,609725418;5,756489607;10,99774403;8,909158052;13,18261161
hsa:476;9,704109094;6,815441713;8,88473358;9,678563169;11,87186674
hsa:477;6,594866493;3,783516934;16,15094156;9,89520779;7,542185769
hsa:479;6,668856626;6,886915896;8,858913471;7,508016576;9,532940288
hsa:481;9,965298045;10,32242607;16,03481877;7,86330242;13,14013299
hsa:482;6,688138387;3,957914599;8,195249158;7,595749798;10,18512321
hsa:483;7,833533706;5,313376136;9,118355479;12,45635185;10,28343567
hsa:486;Nan;Nan;8,880501871;6,496532655;9,426474434
hsa:487;6,61407133;3,220694155;11,43982123;7,630565646;8,803808235
hsa:488;8,373559904;7,199036456;11,98891619;9,337810533;10,52804033
hsa:489;6,951590908;4,815526889;6,386983667;7,619381556;6,190789768
hsa:490;7,220640821;7,40104519;10,90302569;7,693538094;8,439405571
hsa:491;Nan;3,631104282;Nan;Nan;Nan
hsa:480;6,69263724;3,287213943;9,208309176;Nan;Nan
hsa:492;6,812308294;;9,193277509;6,510638175;5,695401394
hsa:478;Nan;Nan;6,652486495;6,724200041;6,074676686
hsa:493;6,891811505;3,929801917;9,357233707;9,920456561;9,655014286
hsa:495;6,88769585;5,811727898;5,285402219;6,980870739;8,560714954
hsa:496;6,677838564;0,818271294;7,047622875;6,653232029;9,31152128
hsa:498;9,230159456;6,882265573;12,41804164;11,41591602;14,90993526
hsa:501;8,003864133;5,895001737;10,56069172;8,126343082;10,29633816
hsa:506;10,4388854;11,03928922;16,93689094;10,83831364;14,69552737
hsa:509;7,41488815;5,492389758;14,71132756;9,903686607;12,54838433
hsa:513;7,289019732;6,891419187;13,9333746;9,756598278;12,27283529
hsa:514;7,625738062;11,96591051;10,65751513;10,95956732;14,35091156
hsa:515;7,712608112;11,34056783;13,0610728;10,62744269;13,77538394
hsa:516;7,883199054;10,45790409;13,86603283;9,374283122;12,00270955
hsa:517;7,321746479;6,889894007;10,32281861;8,97187171;9,571610827
hsa:518;6,641804662;7,562683537;14,23436803;10,45220814;13,69616128
hsa:521;8,044747346;9,461029174;15,60458334;10,49372578;12,69598909
hsa:522;9,736666148;10,33841327;16,96755276;10,31099896;14,16899327
hsa:523;10,24542198;7,381854689;10,89462537;7,751058894;10,39313216
hsa:525;6,641151488;4,172255502;6,619770602;6,612741726;6,980710829
hsa:526;9,181902611;7,334586152;11,7649545;9,286583173;11,24513671
hsa:527;Nan;8,840998096;13,14589669;10,14696172;12,47931234
hsa:528;7,822972552;5,976289645;9,86887688;8,075065904;7,799964861
hsa:529;8,953875769;11,26391469;13,56657735;11,01959073;11,1865476
hsa:533;7,590094739;7,47913393;12,27175481;9,291486146;12,597005
hsa:534;6,703522831;5,357552005;9,33650656;7,063330361;6,897240426
hsa:535;8,141647364;8,524374567;10,88542367;8,963670278;10,63796449
hsa:537;10,01251281;11,52270902;11,01388094;9,929625324;11,97229775
hsa:538;Nan;3,865918815;Nan;Nan;Nan
hsa:539;10,06927521;7,28445759;10,57449661;9,880777155;12,81446178
hsa:540;6,871020126;6,891776618;7,066250118;7,668161683;10,89534807
hsa:545;6,682801487;2,263108358;7,200544669;8,066609143;8,224527002
hsa:546;6,621402751;6,516628132;10,24593015;8,862246678;8,930492411
hsa:547;6,849686575;5,856625409;7,340962261;6,466589993;7,685709941
hsa:549;7,080028692;9,893498731;12,7918751;8,757720016;10,44563567
hsa:550;7,424515;6,074676686;12,54474714;9,100034144;11,64988486
hsa:551;6,722141865;2,195347598;6,427941333;6,939308867;7,073606041
hsa:552;6,470667008;3,109603435;8,265371158;7,761058983;7,925803313
hsa:553;6,897797063;4,15704371;8,169925001;8,076933145;8,991805255
hsa:554;7,517811092;5,591559746;6,157331584;7,373209163;6,330369514
hsa:558;7,359798236;4,513008057;9,526476239;9,7201812;9,763782029
hsa:563;Nan;Nan;9,961739073;6,623937076;13,83255382
hsa:566;6,760021298;5,229587923;6,343407822;6,49800827;8,115823977
hsa:567;11,69966011;5,360440201;12,53082351;12,85525401;16,60648076
hsa:570;6,67232633;2,969012308;6,504620392;6,812857571;12,6464012
hsa:571;Nan;Nan;15,42793479;Nan;Nan
hsa:572;6,690685271;3,032020186;10,1193771;8,382245033;10,35536074
hsa:573;7,460849026;6,640487399;11,49521385;9,27585766;10,90659241
hsa:574;6,793973892;2,521099794;9,834153211;5,97828488;3,584962501
hsa:575;6,876863357;5,820508029;8,821136186;9,472428876;7,092757141
hsa:576;Nan;5,125568452;9,896332404;6,62576728;9,746514321
